#query,seed_ortholog,evalue,score,eggNOG_OGs,max_annot_lvl,COG_category,Description,Preferred_name,GOs,EC,KEGG_ko,KEGG_Pathway,KEGG_Module,KEGG_Reaction,KEGG_rclass,BRITE,KEGG_TC,CAZy,BiGG_Reaction,PFAMs
BJNCIO_08095,1229783.C273_11336,3.12E-58,182,"29IRI@1|root,305NV@2|Bacteria,1TYG1@1239|Firmicutes,4I7K8@91061|Bacilli,4H0YH@90964|Staphylococcaceae",91061|Bacilli,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
BJNCIO_08105,279808.SH2095,9.74E-51,162,"29IGB@1|root,305DI@2|Bacteria,1TY2I@1239|Firmicutes,4I75N@91061|Bacilli,4H00R@90964|Staphylococcaceae",91061|Bacilli,S,Protein of unknown function (DUF1474),-,-,-,-,-,-,-,-,-,-,-,-,DUF1474
BJNCIO_08110,1159488.SEQMU2_00330,0,1093,"COG3378@1|root,COG4983@1|root,COG3378@2|Bacteria,COG4983@2|Bacteria,1TQP9@1239|Firmicutes,4HBTB@91061|Bacilli,4GYNB@90964|Staphylococcaceae",91061|Bacilli,S,D5 N terminal like,-,-,-,ko:K06919,-,-,-,-,ko00000,-,-,-,"D5_N,Pox_D5,PriCT_1,Prim-Pol"
BJNCIO_08115,1159488.SEQMU2_02040,4.33E-37,127,"arCOG11762@1|root,338SM@2|Bacteria,1VIPA@1239|Firmicutes,4HNNB@91061|Bacilli,4H14X@90964|Staphylococcaceae",91061|Bacilli,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
BJNCIO_08120,861530.ALOZ01000072_gene1838,4.79E-82,249,"29I91@1|root,30563@2|Bacteria,1TXS7@1239|Firmicutes,4I6U3@91061|Bacilli,4GYXM@90964|Staphylococcaceae",91061|Bacilli,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
BJNCIO_08130,435837.HMPREF0798_00817,1.70E-71,219,"COG3747@1|root,COG3747@2|Bacteria,1VJ8S@1239|Firmicutes,4HQ9R@91061|Bacilli,4H1AH@90964|Staphylococcaceae",91061|Bacilli,L,"Phage terminase, small subunit",terS,-,-,-,-,-,-,-,-,-,-,-,Terminase_4
BJNCIO_08135,861530.ALOZ01000072_gene1834,1.31E-59,190,"COG5577@1|root,30EV7@2|Bacteria,1UD07@1239|Firmicutes,4IPGB@91061|Bacilli,4GZ2U@90964|Staphylococcaceae",91061|Bacilli,M,sporulation resulting in formation of a cellular spore,-,-,-,-,-,-,-,-,-,-,-,-,-
BJNCIO_08140,435837.HMPREF0798_00815,2.62E-28,105,"2A4XE@1|root,30TJ7@2|Bacteria,1TY2B@1239|Firmicutes,4I75E@91061|Bacilli,4H008@90964|Staphylococcaceae",91061|Bacilli,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
BJNCIO_08145,1229783.C273_09237,2.76E-16,75.1,"29IEP@1|root,305BW@2|Bacteria,1TY07@1239|Firmicutes,4I734@91061|Bacilli,4GZW3@90964|Staphylococcaceae",91061|Bacilli,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sigma70_r4
BJNCIO_08175,176279.SERP1483,1.47E-175,498,"29HDK@1|root,304B2@2|Bacteria,1TWF4@1239|Firmicutes,4I57Y@91061|Bacilli,4H0TC@90964|Staphylococcaceae",91061|Bacilli,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
BJNCIO_08400,279808.SH2430,2.87E-32,117,"COG3266@1|root,COG3266@2|Bacteria,1VIG8@1239|Firmicutes,4IS52@91061|Bacilli",91061|Bacilli,D,calcium- and calmodulin-responsive adenylate cyclase activity,-,"GO:0001968,GO:0003674,GO:0005488,GO:0005515,GO:0008150,GO:0044877,GO:0051704,GO:0070051,GO:0098630,GO:0098743",-,"ko:K13733,ko:K14201","ko05100,ko05150,map05100,map05150",-,-,-,"ko00000,ko00001",-,-,-,"Gram_pos_anchor,SdrG_C_C,YSIRK_signal"
BJNCIO_08405,176280.SE_0331,9.40E-81,268,"COG3266@1|root,COG4932@1|root,COG5164@1|root,COG3266@2|Bacteria,COG4932@2|Bacteria,COG5164@2|Bacteria,1TSAS@1239|Firmicutes,4HIT7@91061|Bacilli,4H1M5@90964|Staphylococcaceae",91061|Bacilli,M,protein which possibly mediates interactions of S.aureus with components of the extracellular matrix of higher eukaryotes,sdrF,-,-,ko:K14194,"ko05150,map05150",-,-,-,"ko00000,ko00001",-,-,-,"Gram_pos_anchor,SdrD_B,SdrG_C_C,YSIRK_signal"
BJNCIO_08450,176280.SE_0321,0,1115,"COG1887@1|root,COG1887@2|Bacteria,1TSTN@1239|Firmicutes,4HCMW@91061|Bacilli,4GYF8@90964|Staphylococcaceae",91061|Bacilli,M,the polymerization of the main chain of the major teichoic acid by sequential transfer of ribitol phosphate units from CDP-ribitol to the second glycerol phophate attached to the disaccharide linkage unit,tarL,-,"2.7.8.14,2.7.8.47",ko:K18704,-,-,"R11614,R11621",-,"ko00000,ko01000",-,-,-,Glyphos_transf
BJNCIO_08470,176279.SERP0194,2.29E-47,159,"COG0451@1|root,COG0451@2|Bacteria,1TSUN@1239|Firmicutes,4HA3D@91061|Bacilli,4GWX2@90964|Staphylococcaceae",91061|Bacilli,M,epimerase dehydratase family,-,-,-,-,-,-,-,-,-,-,-,-,Epimerase
BJNCIO_08480,176279.SERP0194,1.68E-60,194,"COG0451@1|root,COG0451@2|Bacteria,1TSUN@1239|Firmicutes,4HA3D@91061|Bacilli,4GWX2@90964|Staphylococcaceae",91061|Bacilli,M,epimerase dehydratase family,-,-,-,-,-,-,-,-,-,-,-,-,Epimerase
BJNCIO_08905,176279.SERP1226,7.95E-159,446,"COG1989@1|root,COG1989@2|Bacteria,1TQY4@1239|Firmicutes,4HCC3@91061|Bacilli,4GZ20@90964|Staphylococcaceae",91061|Bacilli,NOU,"COG1989 Type II secretory pathway, prepilin signal peptidase PulO and related peptidases",comC,-,3.4.23.43,"ko:K02236,ko:K02654",-,"M00331,M00429",-,-,"ko00000,ko00002,ko01000,ko01002,ko02035,ko02044",3.A.15.2,-,-,"DiS_P_DiS,Peptidase_A24"
BJNCIO_09585,176280.SE_2252,2.03E-276,760,"29TMI@1|root,30EV3@2|Bacteria,1UD04@1239|Firmicutes,4IPG8@91061|Bacilli,4GZ1I@90964|Staphylococcaceae",91061|Bacilli,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
BJNCIO_09630,176279.SERP2292,4.28E-131,372,"COG1309@1|root,COG1309@2|Bacteria,1VK5W@1239|Firmicutes,4HSDE@91061|Bacilli,4GXNZ@90964|Staphylococcaceae",91061|Bacilli,K,transcriptional regulator IcaR,icaR,"GO:0000976,GO:0001067,GO:0003674,GO:0003676,GO:0003677,GO:0003690,GO:0003700,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006355,GO:0008150,GO:0009889,GO:0010468,GO:0010556,GO:0019219,GO:0019222,GO:0031323,GO:0031326,GO:0043565,GO:0044212,GO:0044424,GO:0044444,GO:0044464,GO:0050789,GO:0050794,GO:0051171,GO:0051252,GO:0060255,GO:0065007,GO:0080090,GO:0097159,GO:0140110,GO:1901363,GO:1903506,GO:1990837,GO:2000112,GO:2001141",-,ko:K21453,-,-,-,-,"ko00000,ko03000",-,-,-,TetR_N
BJNCIO_09635,176279.SERP2293,2.60E-298,813,"COG1215@1|root,COG1215@2|Bacteria,1TR2P@1239|Firmicutes,4HAQN@91061|Bacilli,4GY0I@90964|Staphylococcaceae",91061|Bacilli,M,"N-acetylglucosaminyltransferase that catalyzes the polymerization of single monomer units of UDP-N-acetylglucosamine to produce the linear homopolymer poly-beta-1,6-N-acetyl-D- glucosamine (PNAG, also referred to as PIA), a biofilm adhesin polysaccharide. Requires IcaD for full activity",icaA,-,-,ko:K11936,"ko02026,map02026",-,-,-,"ko00000,ko00001,ko01000,ko01003,ko02000","4.D.1.1.2,4.D.1.1.3",GT2,-,"Glyco_tranf_2_3,Glycos_transf_2"
BJNCIO_09640,176279.SERP2294,2.31E-63,194,"29IH2@1|root,305E9@2|Bacteria,1TY3I@1239|Firmicutes,4I76N@91061|Bacilli,4H02T@90964|Staphylococcaceae",91061|Bacilli,-,-,icaD,-,-,ko:K21461,-,-,-,-,ko00000,-,-,-,-
BJNCIO_09645,176279.SERP2295,1.26E-211,584,"COG0726@1|root,COG0726@2|Bacteria,1V47P@1239|Firmicutes,4HHJX@91061|Bacilli,4GYR5@90964|Staphylococcaceae",91061|Bacilli,G,"Catalyzes the N-deacetylation of poly-beta-1,6-N-acetyl- D-glucosamine (PNAG, also referred to as PIA), a biofilm adhesin polysaccharide",icaB,"GO:0005575,GO:0005618,GO:0005623,GO:0030312,GO:0044464,GO:0071944",-,ko:K21478,-,-,R03096,RC00010,"ko00000,ko01000",-,-,-,Polysacc_deac_1
BJNCIO_09650,176279.SERP2296,9.83E-224,620,"COG3936@1|root,COG3936@2|Bacteria,1VCR4@1239|Firmicutes,4HN56@91061|Bacilli,4GX3U@90964|Staphylococcaceae",91061|Bacilli,G,"transferase activity, transferring acyl groups other than amino-acyl groups",icaC,-,-,ko:K21462,-,-,-,-,ko00000,-,-,-,Acyl_transf_3
BJNCIO_09655,176279.SERP2297,0,1267,"COG1075@1|root,COG1075@2|Bacteria,1UC87@1239|Firmicutes,4HEMM@91061|Bacilli,4GXQS@90964|Staphylococcaceae",91061|Bacilli,D,acetyltransferases and hydrolases with the alpha beta hydrolase fold,lip,-,3.1.1.3,ko:K01046,"ko00561,ko01100,map00561,map01100",M00098,"R02250,R02687","RC00020,RC00037,RC00041,RC00094","ko00000,ko00001,ko00002,ko01000",-,-,-,YSIRK_signal
BJNCIO_09760,176279.SERP2321,1.25E-118,339,"29I94@1|root,3058J@2|Bacteria,1TXVY@1239|Firmicutes,4I6YG@91061|Bacilli,4GZHC@90964|Staphylococcaceae",91061|Bacilli,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
BJNCIO_10055,176279.SERP2250,4.85E-298,813,"COG2235@1|root,COG2235@2|Bacteria,1TQWS@1239|Firmicutes,4HCMG@91061|Bacilli,4GXBQ@90964|Staphylococcaceae",91061|Bacilli,E,Arginine,arcA,-,3.5.3.6,ko:K01478,"ko00220,ko01100,ko01110,ko01130,map00220,map01100,map01110,map01130",-,R00552,RC00177,"ko00000,ko00001,ko01000",-,-,-,Amidinotransf
BJNCIO_10070,176280.SE_2215,0,875,"COG0531@1|root,COG0531@2|Bacteria,1TSSB@1239|Firmicutes,4HA92@91061|Bacilli,4GYNY@90964|Staphylococcaceae",91061|Bacilli,E,Arginine ornithine antiporter,arcD,-,-,"ko:K03756,ko:K03758",-,-,-,-,"ko00000,ko02000",2.A.3.2,-,-,AA_permease_2
BJNCIO_10085,176279.SERP2244,1.07E-287,785,"COG2843@1|root,COG2843@2|Bacteria,1UZW4@1239|Firmicutes,4HB06@91061|Bacilli,4GY6Q@90964|Staphylococcaceae",91061|Bacilli,M,Bacterial capsule synthesis protein PGA_cap,capA,-,-,ko:K07282,-,-,-,-,ko00000,-,-,-,PGA_cap
BJNCIO_10170,176280.SE_0613,1.12E-222,616,"COG4536@1|root,COG4536@2|Bacteria,1UHP8@1239|Firmicutes,4HAJ9@91061|Bacilli,4GWXH@90964|Staphylococcaceae",91061|Bacilli,P,Domain of unknown function DUF21,-,-,-,-,-,-,-,-,-,-,-,-,"CBS,CorC_HlyC,DUF21"
BJNCIO_10275,176280.SE_0629,6.22E-88,273,"COG3666@1|root,COG3666@2|Bacteria,1TQQ9@1239|Firmicutes,4H9KK@91061|Bacilli,4GY76@90964|Staphylococcaceae",91061|Bacilli,L,COG3666 Transposase and inactivated derivatives,-,-,-,ko:K07487,-,-,-,-,ko00000,-,-,-,"DDE_Tnp_1,DDE_Tnp_1_6,DUF772"
BJNCIO_10280,1163407.UU7_17264,5.81E-37,127,"COG3666@1|root,COG3666@2|Bacteria",2|Bacteria,-,-,-,-,-,ko:K07487,-,-,-,-,ko00000,-,-,-,"DDE_Tnp_1,DDE_Tnp_1_6,DUF772"
BJNCIO_10345,435838.HMPREF0786_01869,1.15E-62,195,"2D9F2@1|root,33K5B@2|Bacteria,1VHIK@1239|Firmicutes,4IVBE@91061|Bacilli,4GZQB@90964|Staphylococcaceae",91061|Bacilli,S,YolD-like protein,-,-,-,-,-,-,-,-,-,-,-,-,YolD
BJNCIO_10355,435838.HMPREF0786_01868,6.01E-54,169,"COG2161@1|root,COG2161@2|Bacteria,1VEE5@1239|Firmicutes,4HP02@91061|Bacilli,4GZQ4@90964|Staphylococcaceae",91061|Bacilli,D,Antitoxin component of a toxin-antitoxin (TA) module,-,-,-,-,-,-,-,-,-,-,-,-,PhdYeFM_antitox
BJNCIO_10360,435838.HMPREF0786_01867,9.05E-55,171,"COG4115@1|root,COG4115@2|Bacteria,1VAM5@1239|Firmicutes,4HRX3@91061|Bacilli,4GZK4@90964|Staphylococcaceae",91061|Bacilli,S,"ParE toxin of type II toxin-antitoxin system, parDE",-,-,-,-,-,-,-,-,-,-,-,-,YoeB_toxin
BJNCIO_10365,525378.HMPREF0793_1660,1.05E-29,105,"29ISA@1|root,305PN@2|Bacteria,1TYGY@1239|Firmicutes,4I7M8@91061|Bacilli,4H104@90964|Staphylococcaceae",91061|Bacilli,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
BJNCIO_10370,1078083.HMPREF1208_01661,7.48E-66,217,"COG3409@1|root,COG3409@2|Bacteria,1VCJN@1239|Firmicutes,4HTZB@91061|Bacilli",91061|Bacilli,M,Aids in the defense against invading fungal pathogens by degrading their cell wall chitosan,csn,"GO:0003674,GO:0003824,GO:0004553,GO:0016787,GO:0016798,GO:0016977",3.2.1.132,ko:K01233,"ko00520,ko01100,map00520,map01100",-,R02833,-,"ko00000,ko00001,ko01000",-,-,-,Glyco_hydro_46
BJNCIO_10375,1078083.HMPREF1208_01662,1.65E-141,417,"COG2730@1|root,COG2730@2|Bacteria,1UQKQ@1239|Firmicutes,4HF50@91061|Bacilli",91061|Bacilli,G,Belongs to the glycosyl hydrolase 5 (cellulase A) family,-,-,3.2.1.4,ko:K01179,"ko00500,ko01100,map00500,map01100",-,"R06200,R11307,R11308",-,"ko00000,ko00001,ko01000",-,"GH5,GH9",-,Cellulase
BJNCIO_10380,525378.HMPREF0793_1658,3.15E-69,210,"2DZIG@1|root,32VBI@2|Bacteria,1VIUB@1239|Firmicutes,4HRZP@91061|Bacilli,4GZSX@90964|Staphylococcaceae",91061|Bacilli,-,-,-,-,-,-,-,-,-,-,-,-,-,-,DUF4870
BJNCIO_10385,435838.HMPREF0786_01849,3.63E-122,349,"COG1961@1|root,COG1961@2|Bacteria,1UZT3@1239|Firmicutes,4HCR8@91061|Bacilli,4GYM3@90964|Staphylococcaceae",91061|Bacilli,L,"Resolvase, N terminal domain",-,-,-,-,-,-,-,-,-,-,-,-,"HTH_11,HTH_7,Resolvase"
BJNCIO_10395,1194526.A284_00760,1.97E-130,389,"COG1686@1|root,COG1686@2|Bacteria,1TQN0@1239|Firmicutes,4HBD4@91061|Bacilli,4GXCN@90964|Staphylococcaceae",91061|Bacilli,M,Belongs to the peptidase S11 family,-,-,3.4.16.4,ko:K07258,"ko00550,ko01100,map00550,map01100",-,-,-,"ko00000,ko00001,ko01000,ko01002,ko01011",-,-,-,"DUF1958,PBP5_C,Peptidase_S11"
BJNCIO_10425,1234593.ANBY01000001_gene2046,6.73E-160,451,"COG1192@1|root,COG1192@2|Bacteria,1TP8S@1239|Firmicutes,4HAYM@91061|Bacilli,4H08C@90964|Staphylococcaceae",91061|Bacilli,D,Cellulose biosynthesis protein BcsQ,soj,"GO:0008150,GO:0022603,GO:0042173,GO:0042174,GO:0043937,GO:0043939,GO:0045595,GO:0045596,GO:0048519,GO:0048523,GO:0050789,GO:0050793,GO:0050794,GO:0051093,GO:0065007",-,ko:K03496,-,-,-,-,"ko00000,ko03036,ko04812",-,-,-,AAA_31
BJNCIO_10430,1159488.SEQMU2_14565,6.26E-139,403,"2DBC6@1|root,2Z8BZ@2|Bacteria,1TQXM@1239|Firmicutes,4IQUN@91061|Bacilli,4GY94@90964|Staphylococcaceae",91061|Bacilli,S,Replication initiator protein A (RepA) N-terminus,-,-,-,-,-,-,-,-,-,-,-,-,RepA_N
BJNCIO_10590,176279.SERP1878,7.70E-169,472,"COG1846@1|root,COG1846@2|Bacteria,1TXQ6@1239|Firmicutes,4I6RA@91061|Bacilli,4GYET@90964|Staphylococcaceae",91061|Bacilli,K,regulator,-,-,-,-,-,-,-,-,-,-,-,-,MarR
BJNCIO_10705,176279.SERP1883,1.14E-93,275,"COG3296@1|root,COG3296@2|Bacteria,1VJNI@1239|Firmicutes,4HQDG@91061|Bacilli,4GZKI@90964|Staphylococcaceae",91061|Bacilli,S,Domain of unknown function (DUF4870),-,-,-,ko:K09940,-,-,-,-,ko00000,-,-,-,DUF4870
BJNCIO_10730,176279.SERP1889,6.04E-271,741,"COG0654@1|root,COG0654@2|Bacteria,1UZNW@1239|Firmicutes,4HKS6@91061|Bacilli,4GXEG@90964|Staphylococcaceae",91061|Bacilli,CH,FAD binding domain,-,-,-,-,-,-,-,-,-,-,-,-,FAD_binding_3
BJNCIO_10785,176279.SERP1900,0,896,"COG1263@1|root,COG1264@1|root,COG1263@2|Bacteria,COG1264@2|Bacteria,1TP5X@1239|Firmicutes,4H9KS@91061|Bacilli,4GWW7@90964|Staphylococcaceae",91061|Bacilli,G,"The phosphoenolpyruvate-dependent sugar phosphotransferase system (sugar PTS), a major carbohydrate active -transport system, catalyzes the phosphorylation of incoming sugar substrates concomitantly with their translocation across the cell membrane",ybbF,"GO:0003674,GO:0003824,GO:0005215,GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0008150,GO:0008643,GO:0009401,GO:0015144,GO:0016020,GO:0016740,GO:0016772,GO:0016773,GO:0022804,GO:0022857,GO:0034219,GO:0044464,GO:0051179,GO:0051234,GO:0055085,GO:0071702,GO:0071944,GO:0090563,GO:0090588",2.7.1.211,"ko:K02808,ko:K02809,ko:K02810","ko00500,ko02060,map00500,map02060",M00269,R00811,"RC00017,RC03206","ko00000,ko00001,ko00002,ko01000,ko02000","4.A.1.2.1,4.A.1.2.10,4.A.1.2.12,4.A.1.2.9",-,-,"PTS_EIIA_1,PTS_EIIB,PTS_EIIC"
BJNCIO_10930,176280.SE_0639,1.39E-106,315,"COG2072@1|root,COG2072@2|Bacteria,1TT0U@1239|Firmicutes,4HEEM@91061|Bacilli,4GXZ7@90964|Staphylococcaceae",91061|Bacilli,P,L-lysine 6-monooxygenase (NADPH-requiring),-,-,-,-,-,-,-,-,-,-,-,-,"K_oxygenase,NAD_binding_9,Pyr_redox_3"
BJNCIO_11095,176279.SERP2272,2.38E-58,182,"COG0225@1|root,COG0225@2|Bacteria,1V2BM@1239|Firmicutes,4HG1E@91061|Bacilli,4GYZN@90964|Staphylococcaceae",91061|Bacilli,O,Has an important function as a repair enzyme for proteins that have been inactivated by oxidation. Catalyzes the reversible oxidation-reduction of methionine sulfoxide in proteins to methionine,-,-,1.8.4.11,ko:K07304,-,-,-,-,"ko00000,ko01000",-,-,-,PMSR
BJNCIO_11120,176279.SERP2276,0,1505,"COG0653@1|root,COG0653@2|Bacteria,1TRJA@1239|Firmicutes,4HCH0@91061|Bacilli,4GXY3@90964|Staphylococcaceae",91061|Bacilli,U,"Part of the Sec protein translocase complex. Interacts with the SecYEG preprotein conducting channel. Has a central role in coupling the hydrolysis of ATP to the transfer of proteins into and across the cell membrane, serving as an ATP-driven molecular motor driving the stepwise translocation of polypeptide chains across the membrane",secA2,-,-,ko:K03070,"ko02024,ko03060,ko03070,map02024,map03060,map03070",M00335,-,-,"ko00000,ko00001,ko00002,ko02044","3.A.5.1,3.A.5.10,3.A.5.2,3.A.5.4",-,-,"SecA_DEAD,SecA_PP_bind,SecA_SW"
BJNCIO_11150,435838.HMPREF0786_01872,3.15E-48,155,"COG1813@1|root,COG1813@2|Bacteria,1VEXE@1239|Firmicutes,4HSMQ@91061|Bacilli",91061|Bacilli,K,Helix-turn-helix domain,-,-,-,-,-,-,-,-,-,-,-,-,HTH_3
BJNCIO_11155,1140002.I570_01316,3.23E-196,558,"COG3493@1|root,COG3493@2|Bacteria,1TR97@1239|Firmicutes,4HBS8@91061|Bacilli,4B0IB@81852|Enterococcaceae",91061|Bacilli,U,2-hydroxycarboxylate transporter family,mleP,-,-,-,-,-,-,-,-,-,-,-,2HCT
BJNCIO_11160,1158602.I590_00992,1.93E-257,721,"COG0281@1|root,COG0281@2|Bacteria,1TPJ3@1239|Firmicutes,4HBF1@91061|Bacilli,4AZC3@81852|Enterococcaceae",91061|Bacilli,C,"Malic enzyme, N-terminal domain",-,-,1.1.1.38,ko:K00027,"ko00620,ko01200,ko02020,map00620,map01200,map02020",-,R00214,RC00105,"ko00000,ko00001,ko01000",-,-,-,"Malic_M,malic"
BJNCIO_11165,1158607.UAU_03778,2.82E-78,247,"COG0583@1|root,COG0583@2|Bacteria,1V5VW@1239|Firmicutes,4HHDY@91061|Bacilli,4B1TK@81852|Enterococcaceae",91061|Bacilli,K,LysR substrate binding domain,mleR,"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464",-,-,-,-,-,-,-,-,-,-,"HTH_1,LysR_substrate"
BJNCIO_11175,435838.HMPREF0786_01847,1.49E-31,112,"COG2161@1|root,COG2161@2|Bacteria,1VQ0P@1239|Firmicutes,4HSCP@91061|Bacilli,4GZZH@90964|Staphylococcaceae",91061|Bacilli,D,Antitoxin component of a toxin-antitoxin (TA) module,-,-,-,ko:K19159,-,-,-,-,"ko00000,ko02048",-,-,-,PhdYeFM_antitox
BJNCIO_11180,435838.HMPREF0786_01848,1.71E-44,145,"COG4115@1|root,COG4115@2|Bacteria,1VEN0@1239|Firmicutes,4HRVW@91061|Bacilli,4GZM9@90964|Staphylococcaceae",91061|Bacilli,S,YoeB-like toxin of bacterial type II toxin-antitoxin system,yoeB,-,-,ko:K19158,-,-,-,-,"ko00000,ko01000,ko02048",-,-,-,YoeB_toxin
BJNCIO_11265,176279.SERP1005,8.61E-231,637,"COG0577@1|root,COG0577@2|Bacteria,1TWFZ@1239|Firmicutes,4H9RQ@91061|Bacilli,4GXXZ@90964|Staphylococcaceae",91061|Bacilli,V,ABC transporter (permease),yxeA,-,-,ko:K02004,-,M00258,-,-,"ko00000,ko00002,ko02000",3.A.1,-,-,"FtsX,MacB_PCD"
BJNCIO_11350,176280.SE_0335,4.48E-23,89,"COG1055@1|root,COG1055@2|Bacteria",2|Bacteria,P,arsenite transmembrane transporter activity,arsB,"GO:0003674,GO:0005215,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006810,GO:0006811,GO:0006820,GO:0008150,GO:0008490,GO:0008509,GO:0015075,GO:0015103,GO:0015104,GO:0015105,GO:0015291,GO:0015318,GO:0015698,GO:0015699,GO:0015700,GO:0016020,GO:0016021,GO:0022804,GO:0022857,GO:0031224,GO:0031226,GO:0034220,GO:0042960,GO:0044425,GO:0044459,GO:0044464,GO:0051179,GO:0051234,GO:0055085,GO:0071944,GO:0098656",-,ko:K03893,-,-,-,-,"ko00000,ko02000","2.A.45.1,3.A.4.1",-,"iAF1260.b3502,iB21_1397.B21_03304,iBWG_1329.BWG_3192,iECBD_1354.ECBD_0238,iECB_1328.ECB_03351,iECDH10B_1368.ECDH10B_3678,iECDH1ME8569_1439.ECDH1ME8569_3381,iECD_1391.ECD_03351,iECH74115_1262.ECH74115_4851,iECIAI1_1343.ECIAI1_3649,iECO103_1326.ECO103_4229,iECO111_1330.ECO111_4311,iECO26_1355.ECO26_4590,iECSE_1348.ECSE_3768,iECSP_1301.ECSP_4482,iECs_1301.ECs4374,iETEC_1333.ETEC_3749,iEcDH1_1363.EcDH1_0212,iEcE24377_1341.EcE24377A_3985,iEcHS_1320.EcHS_A3704,iEcolC_1368.EcolC_0214,iG2583_1286.G2583_4228,iJO1366.b3502,iSFV_1184.SFV_3514,iSF_1195.SF3535,iS_1188.S4233,iUMNK88_1353.UMNK88_4279,iY75_1357.Y75_RS19690,iZ_1308.Z4904",ArsB
BJNCIO_11445,176279.SERP0573,9.28E-221,609,"COG4608@1|root,COG4608@2|Bacteria,1V36J@1239|Firmicutes,4H9YB@91061|Bacilli,4GXK4@90964|Staphylococcaceae",91061|Bacilli,P,Belongs to the ABC transporter superfamily,oppF,-,-,ko:K10823,"ko01501,ko02010,ko02024,map01501,map02010,map02024",M00439,-,-,"ko00000,ko00001,ko00002,ko02000","3.A.1.5.1,3.A.1.5.18,3.A.1.5.19,3.A.1.5.25",-,-,"ABC_tran,oligo_HPY"
BJNCIO_11475,435838.HMPREF0786_01686,2.15E-37,130,"29IRU@1|root,304B0@2|Bacteria,1TWF1@1239|Firmicutes,4I57U@91061|Bacilli,4H0T7@90964|Staphylococcaceae",91061|Bacilli,S,Protein of unknown function (DUF3139),-,-,-,-,-,-,-,-,-,-,-,-,DUF3139
BJNCIO_11485,904314.SEVCU012_1630,1.02E-52,168,"29IDK@1|root,305AS@2|Bacteria,1TXYU@1239|Firmicutes,4I71T@91061|Bacilli,4GZTM@90964|Staphylococcaceae",91061|Bacilli,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
BJNCIO_11490,1288.SXYLSMQ121_2427,1.18E-91,276,"2DWBX@1|root,33ZIJ@2|Bacteria,1VX3S@1239|Firmicutes,4IHXM@91061|Bacilli,4H14A@90964|Staphylococcaceae",91061|Bacilli,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
BJNCIO_11495,435838.HMPREF0786_01807,5.79E-76,227,"29IRU@1|root,305P6@2|Bacteria,1TYGD@1239|Firmicutes,4I7KK@91061|Bacilli,4H0YY@90964|Staphylococcaceae",91061|Bacilli,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
BJNCIO_11500,435838.HMPREF0786_01377,7.29E-49,159,"2BDQF@1|root,327E3@2|Bacteria,1TW1B@1239|Firmicutes,4I4QQ@91061|Bacilli,4H04S@90964|Staphylococcaceae",91061|Bacilli,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
BJNCIO_11520,1194526.A284_00560,1.10E-188,525,"COG0583@1|root,COG0583@2|Bacteria,1TP6T@1239|Firmicutes,4HC4T@91061|Bacilli,4GX9M@90964|Staphylococcaceae",91061|Bacilli,K,Transcriptional regulator,rlrG,-,-,ko:K21900,-,-,-,-,"ko00000,ko03000",-,-,-,"HTH_1,LysR_substrate"
BJNCIO_11525,1234593.ANBY01000005_gene104,3.78E-153,436,"COG5527@1|root,COG5527@2|Bacteria,1V8VU@1239|Firmicutes,4HWIQ@91061|Bacilli,4GYHP@90964|Staphylococcaceae",91061|Bacilli,L,Initiator Replication protein,-,-,-,-,-,-,-,-,-,-,-,-,Rep_3
